Order_ID,Product_ID,Quantity,Sales
RO-2014-3800,OFF-BIC-10001823,1,55
MX-2014-156160,OFF-AR-10002486,9,174
SF-2014-540,OFF-STA-10000247,4,203
AG-2014-2280,OFF-STA-10001636,2,51
ES-2011-4993245,OFF-AR-10002382,4,108
ES-2011-3321216,OFF-AR-10000409,9,457
IT-2011-1780558,OFF-AR-10002991,1,24
IT-2011-1780558,OFF-AR-10000833,2,60
ES-2011-1822857,OFF-AR-10001228,2,51
ES-2011-1712442,OFF-AR-10001599,4,205
ES-2011-4816650,OFF-AR-10001777,5,248
ES-2011-4485758,OFF-AR-10003005,2,55
ES-2012-1742205,OFF-AR-10003005,3,83
ES-2012-2471764,OFF-AR-10000711,3,44
ES-2012-5923089,OFF-AR-10000319,3,158
ES-2012-5515506,OFF-AR-10001714,3,76
ES-2012-3777672,OFF-AR-10000316,3,30
IT-2012-5301604,OFF-AR-10001606,4,81
IT-2012-5301604,OFF-AR-10000724,7,108
ES-2012-4641801,OFF-AR-10002640,5,71
IT-2012-5715811,OFF-AR-10001418,9,240
ES-2012-3725853,OFF-AR-10000724,2,31
ES-2012-2067032,OFF-AR-10002805,2,97
ES-2012-2479198,OFF-AR-10003521,1,15
ES-2012-3433124,OFF-AR-10000727,3,149
ES-2012-2163745,OFF-AR-10002991,4,96
ES-2012-4335676,OFF-AR-10003658,3,89
ES-2012-2922477,OFF-AR-10003633,3,155
IT-2012-3999113,OFF-AR-10003117,1,29
IT-2012-3999113,OFF-AR-10002902,4,215
ES-2012-3985890,OFF-AR-10003117,3,87
ES-2012-3346085,OFF-AR-10003829,6,141
ES-2013-4165099,OFF-AR-10002816,3,161
ES-2013-1087911,OFF-AR-10001533,3,137
ES-2013-2105318,OFF-AR-10000594,4,79
ES-2013-3339619,OFF-AR-10000091,1,22
ES-2013-2406661,OFF-AR-10003384,3,52
ES-2013-5495371,OFF-AR-10003005,3,83
ES-2013-5151389,OFF-AR-10001216,3,88
ES-2013-5671907,OFF-AR-10000124,4,71
ES-2013-1138719,OFF-AR-10001462,4,64
ES-2013-4986768,OFF-AR-10000452,5,145
ES-2013-3046064,OFF-AR-10000594,1,20
ES-2013-2933065,OFF-AR-10003113,2,24
ES-2014-5514154,OFF-AR-10001462,1,16
ES-2014-4799283,OFF-AR-10000066,4,44
ES-2014-4995013,OFF-AR-10001228,6,152
ES-2014-3206195,OFF-AR-10000659,4,121
ES-2014-3206195,OFF-AR-10001898,3,80
ES-2014-3206195,OFF-AR-10002382,7,189
ES-2014-3206195,OFF-AR-10002783,4,100
ES-2014-4381460,OFF-AR-10000091,3,66
ES-2014-4381460,OFF-AR-10001607,1,28
ES-2014-2882418,OFF-AR-10001462,7,112
ES-2014-3243241,OFF-AR-10003521,4,60
ES-2014-5378214,OFF-AR-10002681,6,304
ES-2014-5705147,OFF-AR-10002037,3,137
ES-2014-1424904,OFF-AR-10003113,3,36
ES-2014-1424904,OFF-AR-10000110,4,185
ES-2014-3174376,OFF-AR-10001269,2,59
ES-2014-5933137,OFF-AR-10000505,3,37
ES-2014-5405782,OFF-AR-10004519,5,275
ES-2014-1779830,OFF-AR-10003633,2,103
ES-2014-2888354,OFF-AR-10000110,3,139
ES-2014-2888354,OFF-AR-10004986,2,29
ES-2014-2888354,OFF-AR-10000823,9,119
ES-2014-2918798,OFF-AR-10000953,2,52
ES-2014-3794754,OFF-AR-10001626,2,29
ES-2014-3794754,OFF-AR-10000980,3,78
ES-2014-2783426,OFF-AR-10003633,1,52
ES-2011-1460199,OFF-AR-10001599,5,257
ES-2011-3818297,OFF-AR-10000444,1,19
ES-2011-4436456,OFF-AR-10002113,2,38
ES-2011-5083176,OFF-AR-10003031,2,26
IT-2011-5495847,OFF-AR-10001714,13,330
ES-2011-1815211,OFF-AR-10001269,3,89
ES-2011-4514717,OFF-AR-10000491,4,60
ES-2011-1886093,OFF-AR-10000316,5,50
ES-2011-4894552,OFF-AR-10000399,1,53
ES-2011-2613634,OFF-AR-10001533,3,137
ES-2011-1653919,OFF-AR-10002640,5,71
ES-2011-1653919,OFF-AR-10004986,4,58
IT-2011-1900372,OFF-AR-10001269,8,237
ES-2011-3119147,OFF-AR-10000176,2,38
ES-2012-1071143,OFF-AR-10001898,1,27
ES-2012-1491373,OFF-AR-10004825,4,220
ES-2012-1491373,OFF-AR-10000124,4,71
ES-2012-2229596,OFF-AR-10003630,3,134
ES-2012-4021910,OFF-AR-10001777,8,396
ES-2012-2780126,OFF-AR-10000409,2,102
ES-2012-5247012,OFF-AR-10001176,3,43
ES-2012-5232287,OFF-AR-10000491,2,30
IT-2012-2549772,OFF-AR-10002255,5,259
ES-2012-2468694,OFF-AR-10002113,3,57
ES-2012-4803808,OFF-AR-10003629,3,170
ES-2012-3831961,OFF-AR-10000703,5,87
IT-2012-1777951,OFF-AR-10003450,3,79
IT-2012-5447759,OFF-AR-10001291,8,414
ES-2012-3610099,OFF-AR-10003651,2,54
ES-2012-2873417,OFF-AR-10002454,3,164
ES-2012-2873417,OFF-AR-10002991,3,72
ES-2012-1678064,OFF-AR-10001578,2,52
ES-2012-2268382,OFF-AR-10001228,7,178
ES-2012-2878323,OFF-AR-10000953,3,78
ES-2012-3534614,OFF-AR-10002255,8,414
ES-2013-5731690,OFF-AR-10000124,3,54
ES-2013-2161351,OFF-AR-10003117,5,145
ES-2013-2023083,OFF-AR-10002783,3,75
IT-2013-5719417,OFF-AR-10000219,4,63
ES-2013-1788644,OFF-AR-10003377,6,181
ES-2013-3005934,OFF-AR-10002382,5,135
ES-2013-3718507,OFF-AR-10003829,3,70
ES-2013-5670479,OFF-AR-10003031,1,13
ES-2013-1950200,OFF-AR-10001626,2,29
ES-2013-1950200,OFF-AR-10000110,1,46
ES-2013-3759039,OFF-AR-10000659,3,91
ES-2013-3759039,OFF-AR-10002116,4,62
ES-2013-3759039,OFF-AR-10002382,5,135
ES-2013-3759039,OFF-AR-10002156,6,88
ES-2013-5364560,OFF-AR-10000785,7,363
ES-2013-5212920,OFF-AR-10003450,5,132
ES-2013-2364306,OFF-AR-10002485,4,107
ES-2013-2364306,OFF-AR-10000475,3,152
ES-2013-3105987,OFF-AR-10000980,6,157
IT-2013-3210394,OFF-AR-10000715,5,132
ES-2014-2282871,OFF-AR-10000594,4,79
ES-2014-3878729,OFF-AR-10000715,3,79
ES-2014-2039034,OFF-AR-10002816,3,161
ES-2014-5265060,OFF-AR-10003651,2,54
ES-2014-4251554,OFF-AR-10002447,12,571
ES-2014-3553827,OFF-AR-10001269,2,59
ES-2014-4859001,OFF-AR-10003377,4,121
ES-2014-1286720,OFF-AR-10000724,3,46
ES-2014-4594141,OFF-AR-10004492,2,107
ES-2014-1350378,OFF-AR-10000467,5,123
ES-2014-1856774,OFF-AR-10004739,2,108
IT-2014-4429259,OFF-AR-10003217,1,17
ES-2014-2951493,OFF-AR-10004884,2,25
ES-2014-2151781,OFF-AR-10000715,4,105
IT-2014-4046490,OFF-AR-10000502,5,96
ES-2014-2426460,OFF-AR-10002939,8,143
ES-2014-4147581,OFF-AR-10000799,1,16
ES-2014-2751060,OFF-AR-10001068,3,147
ES-2014-4794612,OFF-AR-10000711,7,102
ES-2014-2524646,OFF-AR-10001461,2,114
ES-2014-4706940,OFF-AR-10001626,2,29
ES-2014-3625378,OFF-AR-10002433,3,31
IN-2011-55037,OFF-BI-10000871,11,127
MX-2011-124688,OFF-BI-10001002,5,38
MX-2011-124688,OFF-BI-10001430,5,22
SF-2011-3360,OFF-IBI-10000099,4,60
IN-2011-10419,OFF-BI-10003475,6,41
ES-2011-2333773,OFF-BI-10000115,4,24
ES-2011-2333773,OFF-BI-10002083,7,47
IN-2011-83583,OFF-BI-10000287,4,27
IN-2011-74994,OFF-BI-10003265,8,100
IN-2011-43599,OFF-BI-10000721,8,112
IT-2011-4648014,OFF-BI-10000312,4,48
IT-2011-4648014,OFF-BI-10003277,3,45
RS-2011-4850,OFF-AVE-10004556,4,19
IN-2011-69429,OFF-BI-10003142,4,51
ES-2011-5649807,OFF-BI-10002799,3,34
IN-2011-68904,OFF-BI-10001326,3,43
MX-2011-161116,OFF-BI-10000124,9,77
MX-2011-108077,OFF-BI-10004470,3,16
ES-2011-4253699,OFF-BI-10000542,7,206
ES-2011-3947498,OFF-BI-10002047,3,27
ES-2011-3947498,OFF-BI-10003917,5,142
IN-2011-76625,OFF-BI-10001400,3,86
MX-2011-109155,OFF-BI-10004042,3,100
MX-2012-128216,OFF-BI-10001430,8,36
ES-2012-5755966,OFF-BI-10004028,4,37
ES-2012-2242548,OFF-BI-10000171,6,41
IT-2012-5303768,OFF-BI-10000972,7,211
IN-2012-40029,OFF-BI-10000621,3,91
IN-2012-67595,OFF-BI-10002190,3,44
MX-2012-165470,OFF-BI-10004830,3,17
MX-2012-136042,OFF-BI-10000124,5,43
US-2012-113754,OFF-BI-10004624,5,48
IN-2012-12071,OFF-BI-10001293,3,89
MX-2012-152905,OFF-BI-10002126,4,16
IN-2012-38958,OFF-BI-10002335,3,38
IN-2012-38958,OFF-BI-10003159,5,252
IN-2012-38958,OFF-BI-10000777,6,79
IN-2012-37362,OFF-BI-10003779,6,182
IN-2012-52076,OFF-BI-10002627,5,55
ES-2012-3229508,OFF-BI-10000323,3,82
MX-2012-162222,OFF-BI-10003372,3,106
ES-2012-5515506,OFF-BI-10002570,5,64
ES-2012-5515506,OFF-BI-10000542,3,88
IN-2012-18273,OFF-BI-10004120,3,96
ES-2012-1382586,OFF-BI-10003124,4,27
ES-2012-1382586,OFF-BI-10001833,5,37
IN-2012-32343,OFF-BI-10002632,5,257
ES-2012-2634073,OFF-BI-10000440,4,40
IT-2012-5301604,OFF-BI-10003058,5,67
IR-2012-3790,OFF-CAR-10004229,4,29
IN-2012-30684,OFF-BI-10004181,4,109
ES-2012-3697227,OFF-BI-10004220,3,87
MX-2012-113306,OFF-BI-10003585,7,138
IT-2012-4812694,OFF-BI-10003774,9,273
IN-2012-60714,OFF-BI-10001650,4,111
MX-2012-113768,OFF-BI-10003883,3,30
ES-2012-1450950,OFF-BI-10001253,6,82
AO-2012-1000,OFF-ACC-10004871,4,53
IZ-2012-2360,OFF-ACC-10002772,4,40
ES-2012-3383376,OFF-BI-10000179,3,84
MX-2012-116834,OFF-BI-10002222,5,38
IN-2012-61918,OFF-BI-10000518,3,18
MX-2013-152996,OFF-BI-10004042,3,100
IR-2013-9410,OFF-ACC-10004322,4,58
ES-2013-4165099,OFF-BI-10001507,3,34
IR-2013-5560,OFF-WIL-10003299,8,395
MX-2013-119501,OFF-BI-10002126,5,20
MX-2013-153479,OFF-BI-10000769,3,26
TZ-2013-7750,OFF-WIL-10003308,8,92
RS-2013-5800,OFF-IBI-10001951,4,26
MX-2013-149356,OFF-BI-10001892,11,54
ES-2013-2219658,OFF-BI-10000081,3,25
IN-2013-28297,OFF-BI-10004483,4,33
IN-2013-18357,OFF-BI-10001904,5,68
MX-2013-137610,OFF-BI-10002126,3,12
IN-2013-86677,OFF-BI-10004597,4,201
ET-2013-7070,OFF-WIL-10002153,4,110
MX-2013-163776,OFF-BI-10003903,6,55
ES-2013-5495371,OFF-BI-10003114,4,28
IN-2013-64452,OFF-BI-10000305,3,24
MX-2013-129077,OFF-BI-10000136,5,31
MX-2013-102092,OFF-BI-10002455,3,63
MX-2013-102092,OFF-BI-10000029,6,207
MX-2013-100230,OFF-BI-10001598,4,13
ES-2013-3515972,OFF-BI-10004541,5,73
MX-2013-137050,OFF-BI-10000806,5,34
IN-2013-49437,OFF-BI-10002919,3,44
HR-2013-6170,OFF-ACC-10004281,4,28
IN-2013-46406,OFF-BI-10000590,6,291
ES-2013-1398212,OFF-BI-10003124,3,21
IN-2013-23908,OFF-BI-10002329,3,88
IZ-2013-4050,OFF-WIL-10002947,8,47
MX-2013-116407,OFF-BI-10001598,13,41
IN-2013-35822,OFF-BI-10000206,3,34
MX-2013-132654,OFF-BI-10000813,4,133
ES-2013-2659584,OFF-BI-10001544,3,12
IN-2013-45440,OFF-BI-10003475,4,27
EG-2013-8790,OFF-CAR-10000202,4,197
ES-2013-2847029,OFF-BI-10003440,7,77
SA-2013-8010,OFF-IBI-10000080,4,63
ES-2013-4700994,OFF-BI-10003058,3,40
IT-2014-2971226,OFF-BI-10000894,3,32
IN-2014-65817,OFF-BI-10004868,4,24
MX-2014-102120,OFF-BI-10004980,4,15
MX-2014-146444,OFF-BI-10000490,5,47
MX-2014-104206,OFF-BI-10001895,7,240
MD-2014-9600,OFF-CAR-10002931,8,46
MX-2014-152632,OFF-BI-10002841,3,103
IN-2014-62170,OFF-BI-10000305,4,32
IN-2014-29158,OFF-BI-10000854,9,120
ES-2014-2298874,OFF-BI-10004924,3,86
IN-2014-33666,OFF-BI-10003309,5,53
IN-2014-64074,OFF-BI-10003397,5,31
BO-2014-170,OFF-WIL-10002947,4,24
IN-2014-22907,OFF-BI-10002301,4,21
IT-2014-4554442,OFF-BI-10002986,3,34
ES-2014-5705147,OFF-BI-10003702,4,51
ES-2014-1424904,OFF-BI-10002674,5,62
ES-2014-1424904,OFF-BI-10001124,6,79
AG-2014-5620,OFF-AVE-10004556,4,19
ES-2014-1559544,OFF-BI-10001833,3,22
IR-2014-8830,OFF-WIL-10002233,8,64
MX-2014-148285,OFF-BI-10000925,5,15
MX-2014-158407,OFF-BI-10000517,7,78
IZ-2014-9690,OFF-AVE-10003549,4,197
IN-2014-42556,OFF-BI-10000348,3,23
MX-2014-108000,OFF-BI-10003372,8,282
MX-2014-110296,OFF-BI-10000124,4,34
MX-2014-169845,OFF-BI-10000963,3,17
MO-2014-340,OFF-WIL-10000390,4,58
ES-2014-4111468,OFF-BI-10002040,11,339
MO-2014-4420,OFF-ACC-10000218,8,65
IN-2014-66895,OFF-BI-10003582,4,35
ES-2014-4012309,OFF-BI-10002674,3,37
IN-2014-67462,OFF-BI-10001293,4,118
SU-2014-6350,OFF-AVE-10003279,8,47
MX-2014-120117,OFF-BI-10004195,3,30
IZ-2014-6230,OFF-WIL-10002772,6,177
ES-2014-4443552,OFF-BI-10001639,3,45
SF-2011-6400,OFF-ACC-10003422,1,17
AU-2011-3990,OFF-AVE-10002892,1,28
UP-2011-6400,OFF-IBI-10001123,1,31
IZ-2011-7760,OFF-AVE-10003465,1,13
IR-2011-6870,OFF-AVE-10004708,1,13
MX-2011-115826,OFF-BI-10001504,1,34
IZ-2011-20,OFF-ACC-10004182,1,9
IZ-2011-20,OFF-IBI-10003191,1,32
BO-2011-6900,OFF-IBI-10003191,1,32
AL-2011-4500,OFF-AVE-10002892,1,28
ES-2011-4272488,OFF-BI-10000894,1,11
EG-2011-4370,OFF-IBI-10002486,1,9
IN-2011-76625,OFF-BI-10002594,1,12
AL-2012-8670,OFF-WIL-10003774,1,6
SA-2012-2120,OFF-ACC-10000307,1,8
SA-2012-2120,OFF-AVE-10004251,1,49
IS-2012-8180,OFF-ACC-10000307,1,8
AO-2012-2480,OFF-IBI-10002637,1,53
AO-2012-2750,OFF-CAR-10001358,1,5
MG-2012-4980,OFF-ACC-10003422,1,17
SY-2012-5380,OFF-WIL-10002787,1,13
MX-2012-168816,OFF-BI-10004195,1,10
BU-2012-2320,OFF-WIL-10002787,1,13
BU-2012-2320,OFF-WIL-10001069,1,4
SF-2012-6000,OFF-CAR-10003703,1,15
SO-2012-560,OFF-WIL-10003308,1,12
BN-2012-3640,OFF-ACC-10004538,1,14
IZ-2012-1660,OFF-AVE-10004512,1,4
SF-2012-2440,OFF-CAR-10002375,1,14
IR-2012-4640,OFF-ACC-10000798,1,7
IR-2012-8510,OFF-AVE-10003279,1,6
CA-2013-1710,OFF-CAR-10001577,1,50
AG-2013-9570,OFF-IBI-10003191,1,32
UP-2013-6590,OFF-CAR-10004886,1,14
TZ-2013-620,OFF-AVE-10004512,1,4
KE-2013-5600,OFF-CAR-10001746,1,7
IT-2013-1476473,OFF-BI-10000267,1,6
MX-2013-161025,OFF-BI-10001248,1,9
ES-2013-4408752,OFF-BI-10001723,1,12
SA-2013-9480,OFF-IBI-10002805,1,30
UP-2013-9300,OFF-AVE-10001750,1,27
RS-2013-4160,OFF-ACC-10004322,1,15
MX-2013-115084,OFF-BI-10004148,1,10
MO-2013-9540,OFF-AVE-10003549,1,49
SA-2013-2770,OFF-WIL-10001979,1,11
MO-2013-5150,OFF-CAR-10002375,1,14
UP-2013-4830,OFF-ACC-10004692,1,30
MX-2013-142972,OFF-BI-10002681,1,10
IR-2014-720,OFF-CAR-10003030,1,9
AG-2014-6650,OFF-WIL-10000979,1,5
ES-2014-3206195,OFF-BI-10000329,1,17
UZ-2014-7050,OFF-IBI-10000440,1,13
UP-2014-9950,OFF-CAR-10000202,1,49
MD-2014-9600,OFF-CAR-10002054,1,5
IN-2014-34128,OFF-BI-10002907,1,28
IR-2014-2230,OFF-IBI-10000440,1,13
IR-2014-340,OFF-IBI-10004916,1,14
MO-2014-740,OFF-AVE-10000357,1,11
ES-2014-3243241,OFF-BI-10000282,1,17
MX-2014-120530,OFF-BI-10003372,1,35
IN-2014-62338,OFF-BI-10001659,1,7
IV-2014-9110,OFF-AVE-10001750,1,27
IV-2014-9110,OFF-CAR-10001746,1,7
RS-2014-2060,OFF-ACC-10002772,1,10
IN-2014-30264,OFF-BI-10000698,1,5
MX-2014-110877,OFF-BI-10003184,1,4
BN-2014-4920,OFF-WIL-10002593,1,6
UP-2014-1960,OFF-CAR-10004293,1,51
GB-2014-40,OFF-CAR-10001428,1,8
RS-2014-5690,OFF-IBI-10004074,1,30
SA-2014-5500,OFF-AVE-10004556,1,5
SA-2014-5500,OFF-IBI-10002637,1,53
ES-2014-5631536,OFF-BI-10002225,1,51
IN-2014-66377,OFF-BI-10003159,1,50
PL-2014-1210,OFF-IBI-10000779,1,10
MX-2011-133816,OFF-BI-10004142,2,11
ES-2011-1916591,OFF-BI-10004712,2,10
ES-2011-1712442,OFF-BI-10001055,2,12
IZ-2011-20,OFF-ACC-10001285,2,17
ES-2011-3734581,OFF-BI-10003152,2,10
RS-2011-4670,OFF-ACC-10003788,2,12
IN-2011-82708,OFF-BI-10002533,2,98
IN-2011-71739,OFF-BI-10004869,2,56
IN-2011-71739,OFF-BI-10003159,2,101
MX-2011-144883,OFF-BI-10000070,2,37
IR-2011-6000,OFF-CAR-10002031,2,61
MX-2011-108077,OFF-BI-10000719,2,5
AG-2011-500,OFF-WIL-10002153,2,55
IN-2011-76758,OFF-BI-10003142,2,26
IN-2011-82533,OFF-BI-10001885,2,22
MX-2011-159856,OFF-BI-10000188,2,7
MX-2012-168690,OFF-BI-10001987,2,68
US-2012-142699,OFF-BI-10004632,2,38
MX-2012-156720,OFF-BI-10001430,2,9
EG-2012-240,OFF-WIL-10002593,2,12
SF-2012-6660,OFF-IBI-10001123,2,62
IN-2012-82729,OFF-BI-10004741,2,33
CA-2012-9610,OFF-ACC-10002220,2,102
ES-2012-4207693,OFF-BI-10001639,2,30
IN-2012-29487,OFF-BI-10000006,2,34
IN-2012-83380,OFF-BI-10003985,2,18
SL-2012-3310,OFF-IBI-10004855,2,15
IR-2012-1100,OFF-ACC-10000233,2,30
MX-2012-150560,OFF-BI-10002517,2,21
MX-2012-117870,OFF-BI-10003400,2,16
IN-2012-45608,OFF-BI-10001028,2,60
ES-2012-1450950,OFF-BI-10003650,2,18
MX-2012-137561,OFF-BI-10003162,2,65
IN-2012-31762,OFF-BI-10000328,2,101
IN-2012-50466,OFF-BI-10000389,2,102
IN-2012-16845,OFF-BI-10003340,2,18
ES-2012-2922477,OFF-BI-10002047,2,18
IN-2012-61918,OFF-BI-10003588,2,31
AG-2013-6520,OFF-ACC-10000798,2,13
AG-2013-6520,OFF-CAR-10002931,2,11
RS-2013-7900,OFF-CAR-10000202,2,98
UP-2013-6590,OFF-IBI-10001772,2,17
IS-2013-8820,OFF-IBI-10003541,2,103
CG-2013-2870,OFF-IBI-10000099,2,30
ES-2013-1900042,OFF-BI-10002799,2,23
IN-2013-56689,OFF-BI-10004120,2,64
ES-2013-3496655,OFF-BI-10002193,2,10
MO-2013-4180,OFF-IBI-10001123,2,62
IN-2013-28094,OFF-BI-10004483,2,17
MX-2013-133634,OFF-BI-10000185,2,16
IR-2013-7670,OFF-CAR-10003030,2,18
MX-2013-137050,OFF-BI-10004632,2,38
PL-2013-8120,OFF-CAR-10004293,2,103
MX-2013-111500,OFF-BI-10000719,2,5
IN-2013-45720,OFF-BI-10002907,2,56
SF-2013-430,OFF-IBI-10001951,2,13
IN-2013-79831,OFF-BI-10000340,2,97
SA-2013-8010,OFF-AVE-10004308,2,29
CA-2013-70,OFF-CAR-10004661,2,100
IR-2013-420,OFF-WIL-10000390,2,29
IN-2013-41037,OFF-BI-10001312,2,57
GB-2014-7150,OFF-ACC-10004008,2,30
MX-2014-143182,OFF-BI-10003585,2,39
MD-2014-9600,OFF-WIL-10003774,2,13
MX-2014-127264,OFF-BI-10001002,2,15
ES-2014-5263546,OFF-BI-10000563,2,16
UP-2014-700,OFF-IBI-10001640,2,14
IN-2014-82736,OFF-BI-10002005,2,17
MO-2014-9770,OFF-ACC-10002849,2,59
MX-2014-111080,OFF-BI-10000136,2,12
ES-2014-4124074,OFF-BI-10003763,2,21
IN-2014-18777,OFF-BI-10003025,2,103
IR-2014-1770,OFF-IBI-10000440,2,26
MX-2014-108000,OFF-BI-10003653,2,39
IN-2014-57410,OFF-BI-10004334,2,12
MO-2014-340,OFF-AVE-10000432,2,12
MX-2014-126249,OFF-BI-10003392,2,20
GH-2014-1810,OFF-AVE-10003740,2,97
ES-2014-5812283,OFF-BI-10002225,2,103
IN-2014-32406,OFF-BI-10003265,2,25
MX-2014-145618,OFF-BI-10001362,2,16
RO-2014-3800,OFF-CAR-10003030,2,18
CA-2014-1670,OFF-CAR-10001746,2,13
MX-2011-135979,OFF-BI-10000185,8,66
MX-2011-154620,OFF-BI-10002062,3,13
MX-2011-154620,OFF-BI-10003503,3,18
MX-2011-154690,OFF-BI-10000963,4,23
MX-2012-168249,OFF-BI-10000806,4,27
MX-2012-109337,OFF-BI-10002126,2,8
MX-2012-129021,OFF-BI-10000816,4,82
MX-2012-153948,OFF-BI-10002796,2,17
MX-2013-134187,OFF-BI-10002455,5,105
MX-2013-134187,OFF-BI-10001504,3,101
MX-2013-105242,OFF-BI-10000188,4,14
MX-2013-168487,OFF-BI-10001533,1,33
MX-2013-169691,OFF-BI-10000769,2,17
MX-2014-164266,OFF-BI-10000325,7,54
MX-2014-109071,OFF-BI-10002222,5,38
MX-2014-112431,OFF-BI-10002715,3,13
MX-2014-120124,OFF-BI-10002465,4,129
MX-2014-125927,OFF-BI-10002681,10,100
MX-2014-108042,OFF-BI-10004195,3,30
MX-2014-108042,OFF-BI-10001895,7,240
MX-2014-159464,OFF-BI-10002517,3,32
MX-2014-113397,OFF-BI-10001254,5,164
ES-2011-1460199,OFF-BI-10000081,2,17
ES-2011-1550182,OFF-BI-10000538,4,202
ES-2011-3060159,OFF-BI-10002986,1,11
ES-2011-3746760,OFF-BI-10001192,10,133
ES-2011-5045844,OFF-BI-10000815,5,160
ES-2011-2377967,OFF-BI-10002172,6,309
ES-2011-5185093,OFF-BI-10001621,10,498
ES-2011-5178055,OFF-BI-10000115,5,31
ES-2011-5752766,OFF-BI-10001643,4,62
ES-2011-1875818,OFF-BI-10003440,3,33
ES-2011-5858551,OFF-BI-10000346,8,239
ES-2011-1196075,OFF-BI-10000440,5,50
ES-2011-1196075,OFF-BI-10004628,3,46
ES-2011-3136087,OFF-BI-10000341,2,104
ES-2012-2522806,OFF-BI-10002990,2,17
ES-2012-2756176,OFF-BI-10000341,7,362
ES-2012-2387374,OFF-BI-10000121,4,27
ES-2012-2229596,OFF-BI-10002128,2,30
ES-2012-4711472,OFF-BI-10003650,7,62
ES-2012-1704393,OFF-BI-10000267,2,13
ES-2012-3163464,OFF-BI-10004924,5,144
ES-2012-2123999,OFF-BI-10001384,2,28
IT-2012-5346950,OFF-BI-10003281,5,79
ES-2012-2468694,OFF-BI-10002128,8,119
ES-2012-1404988,OFF-BI-10000346,3,90
ES-2012-3676966,OFF-BI-10001843,2,16
ES-2012-1749192,OFF-BI-10000312,4,48
ES-2013-2850467,OFF-BI-10003124,4,27
ES-2013-4851162,OFF-BI-10001820,4,202
ES-2013-5170724,OFF-BI-10001685,2,13
ES-2013-5170724,OFF-BI-10004195,3,145
ES-2013-5734148,OFF-BI-10001544,14,56
ES-2013-4467445,OFF-BI-10003724,5,44
ES-2013-3003421,OFF-BI-10000734,7,344
ES-2013-4582003,OFF-BI-10004722,7,41
ES-2013-1526338,OFF-BI-10000081,2,17
IT-2013-5719417,OFF-BI-10002047,3,27
IT-2013-5719417,OFF-BI-10000121,4,27
IT-2013-5719417,OFF-BI-10001820,2,101
IT-2013-2122563,OFF-BI-10003705,1,49
ES-2013-2573970,OFF-BI-10003440,4,44
ES-2013-3551039,OFF-BI-10001808,2,98
ES-2013-2700361,OFF-BI-10001124,4,52
ES-2013-5670479,OFF-BI-10001723,8,99
ES-2013-1222056,OFF-BI-10002354,2,29
ES-2013-3584378,OFF-BI-10002354,2,29
ES-2013-3584378,OFF-BI-10001754,2,28
ES-2013-1950200,OFF-BI-10003397,9,251
ES-2013-5210417,OFF-BI-10003708,2,26
ES-2013-5488008,OFF-BI-10003708,2,28
ES-2013-5488008,OFF-BI-10001507,2,22
ES-2013-4396697,OFF-BI-10001544,4,16
ES-2013-5246151,OFF-BI-10000563,3,24
ES-2014-2282871,OFF-BI-10000563,3,24
ES-2014-1173448,OFF-BI-10001544,2,8
ES-2014-5075420,OFF-BI-10001249,2,14
ES-2014-5075420,OFF-BI-10003124,3,21
ES-2014-4618917,OFF-BI-10001544,9,36
ES-2014-3878729,OFF-BI-10003708,6,77
ES-2014-2573330,OFF-BI-10001833,7,51
ES-2014-2082412,OFF-BI-10001124,3,39
ES-2014-1903302,OFF-BI-10001138,3,89
ES-2014-4251554,OFF-BI-10001621,8,398
ES-2014-1138814,OFF-BI-10000179,5,140
ES-2014-3553827,OFF-BI-10004801,4,210
ES-2014-3553827,OFF-BI-10002225,3,154
ES-2014-3553827,OFF-BI-10003068,1,53
ES-2014-3553827,OFF-BI-10000267,4,26
ES-2014-5014640,OFF-BI-10000563,3,24
IT-2014-2531959,OFF-BI-10001984,3,154
ES-2014-4859001,OFF-BI-10004220,5,146
ES-2014-2504278,OFF-BI-10003068,5,265
ES-2014-2504278,OFF-BI-10003114,2,14
IT-2014-5950843,OFF-BI-10002040,6,185
ES-2014-1679056,OFF-BI-10003951,2,61
ES-2014-3280029,OFF-BI-10002570,12,153
ES-2014-3280029,OFF-BI-10004712,1,5
ES-2014-4594141,OFF-BI-10002193,1,5
ES-2014-2200615,OFF-BI-10004801,9,473
ES-2014-2200615,OFF-BI-10000542,4,118
ES-2014-4296634,OFF-BI-10000115,3,18
ES-2014-2509408,OFF-BI-10004220,8,233
ES-2014-3629794,OFF-BI-10000368,2,25
ES-2014-3629794,OFF-BI-10001723,2,25
ES-2014-3629794,OFF-BI-10004541,5,73
ES-2014-1856774,OFF-BI-10002935,3,37
ES-2014-3381506,OFF-BI-10000440,7,71
ES-2014-2933395,OFF-BI-10004328,5,245
ES-2014-3632460,OFF-BI-10001253,4,55
ES-2014-1112955,OFF-BI-10001984,3,154
IT-2014-4046490,OFF-BI-10003724,2,18
ES-2014-2888626,OFF-BI-10001723,2,25
ES-2014-2888626,OFF-BI-10001384,7,97
ES-2014-3501792,OFF-BI-10001723,7,87
ES-2014-4794612,OFF-BI-10004722,3,17
ES-2014-5767912,OFF-BI-10000815,3,96
ES-2014-4164642,OFF-BI-10000179,3,84
ES-2014-2271414,OFF-BI-10003774,7,212
ES-2014-2524646,OFF-BI-10004446,8,409
