Product_ID,Product_Name,Category,Sub_Category,Unit_Price,Size
OFF-AR-10002382,Binney & Smith Pencil Sharpener,Office Supplies,Art,27,47.61461085
OFF-EN-10002710,GlobeWeis Interoffice Envelope,Office Supplies,Envelopes,34.33333333,133.8117479
OFF-FA-10000487,Stockwell Paper Clips,Office Supplies,Fasteners,14,64.94828451
OFF-BI-10000542,Wilson Jones 3-Hole Punch,Office Supplies,Binders,29.4,142.1111699
OFF-LA-10004182,Hon Color Coded Labels,Office Supplies,Labels,8.666666667,5.931742906
OFF-AR-10000124,Binney & Smith Highlighters,Office Supplies,Art,17.8,101.9163309
OFF-EN-10002015,GlobeWeis Peel and Seal,Office Supplies,Envelopes,25,98.95140285
OFF-LA-10004753,Novimex Round Labels,Office Supplies,Labels,6.333333333,69.42540098
OFF-LA-10000039,Smead Legal Exhibit Labels,Office Supplies,Labels,9,48.70820698
OFF-BI-10001324,Acco 3-Hole Punch,Office Supplies,Binders,20,109.4520992
OFF-ST-10000718,Fellowes Folders,Office Supplies,Storage,17.57142857,95.46091102
OFF-SU-10002337,Elite Trimmer,Office Supplies,Supplies,41.75,80.76255445
OFF-AR-10004492,BIC Canvas,Office Supplies,Art,53.8,65.69564445
OFF-AR-10000184,Boston Pencil Sharpener,Office Supplies,Art,32.16666667,8.572708019
OFF-BI-10000620,Wilson Jones Index Tab,Office Supplies,Binders,6.444444444,46.73836021
OFF-BI-10000844,Wilson Jones Hole Reinforcements,Office Supplies,Binders,4.5,149.6898397
OFF-LA-10003084,Avery File Folder Labels,Office Supplies,Labels,9,68.75606815
OFF-SU-10002544,Kleencut Box Cutter,Office Supplies,Supplies,31.33333333,139.4171372
OFF-BI-10001384,Cardinal Binder,Office Supplies,Binders,13.85714286,63.28615185
OFF-AR-10000751,Boston Highlighters,Office Supplies,Art,20.2,44.23073402
OFF-AP-10004569,Hoover Coffee Grinder,Office Supplies,Appliances,45.8,95.94866971
OFF-BI-10004644,Cardinal Index Tab,Office Supplies,Binders,7.666666667,144.6281529
OFF-LA-10003827,Avery Color Coded Labels,Office Supplies,Labels,13.6,92.02102415
OFF-LA-10004777,Smead Shipping Labels,Office Supplies,Labels,8,142.9846037
OFF-FA-10003891,Stockwell Push Pins,Office Supplies,Fasteners,9.666666667,86.80606192
OFF-SU-10000925,Fiskars Box Cutter,Office Supplies,Supplies,23.6,128.9447406
OFF-SU-10003758,Fiskars Scissors,Office Supplies,Supplies,23.2,22.67345452
OFF-SU-10001421,Acme Shears,Office Supplies,Supplies,34.33333333,84.65580435
OFF-AR-10001068,BIC Sketch Pad,Office Supplies,Art,49,80.39673008
OFF-BI-10004080,Wilson Jones 3-Hole Punch,Office Supplies,Binders,18.71428571,109.6668052
OFF-BI-10004624,Wilson Jones Binder,Office Supplies,Binders,9.7,138.3801348
OFF-FA-10000700,OIC Thumb Tacks,Office Supplies,Fasteners,9,121.687365
OFF-SU-10003474,Elite Box Cutter,Office Supplies,Supplies,24.25,130.6150687
OFF-SU-10000130,Fiskars Ruler,Office Supplies,Supplies,9.666666667,31.20476201
OFF-AR-10001720,Stanley Canvas,Office Supplies,Art,49.42857143,92.05045396
OFF-AP-10002223,Cuisinart Coffee Grinder,Office Supplies,Appliances,25.75,101.4137045
OFF-SU-10003511,Kleencut Ruler,Office Supplies,Supplies,13.5,125.7952595
OFF-LA-10003283,Harbour Creations Removable Labels,Office Supplies,Labels,8.2,23.69827696
OFF-AR-10000444,BIC Highlighters,Office Supplies,Art,19,136.3536577
OFF-PA-10004069,SanDisk Parchment Paper,Office Supplies,Paper,21,101.5118199
OFF-EN-10002372,GlobeWeis Manila Envelope,Office Supplies,Envelopes,20,22.14159192
OFF-PA-10001170,Xerox Cards & Envelopes,Office Supplies,Paper,31,38.27542724
OFF-ST-10000560,Fellowes Trays,Office Supplies,Storage,38.6,30.90886147
OFF-LA-10000276,Smead File Folder Labels,Office Supplies,Labels,6.333333333,3.539591566
OFF-FA-10001783,Stockwell Rubber Bands,Office Supplies,Fasteners,16.66666667,57.31811362
OFF-ST-10004800,Eldon Folders,Office Supplies,Storage,11.66666667,99.03703743
OFF-AR-10000812,Binney & Smith Pens,Office Supplies,Art,8.75,92.8119243
OFF-ST-10000557,Tenex Box,Office Supplies,Storage,11,52.5468112
OFF-AR-10000467,Sanford Markers,Office Supplies,Art,24.66666667,1.823101196
OFF-ST-10000095,Fellowes File Cart,Office Supplies,Storage,137.8,110.2911045
OFF-LA-10001800,Hon Shipping Labels,Office Supplies,Labels,7.6,24.83280042
OFF-SU-10003137,Fiskars Letter Opener,Office Supplies,Supplies,16.5,140.7858009
OFF-LA-10000897,Avery Round Labels,Office Supplies,Labels,4.75,139.2632821
OFF-BI-10003999,Avery Hole Reinforcements,Office Supplies,Binders,4,76.57115998
OFF-SU-10004911,Acme Shears,Office Supplies,Supplies,50,118.0235463
OFF-BI-10002075,Wilson Jones Hole Reinforcements,Office Supplies,Binders,4,12.11898971
OFF-AR-10000409,Sanford Canvas,Office Supplies,Art,50.66666667,106.7799895
OFF-BI-10003058,Acco Binder Covers,Office Supplies,Binders,13.33333333,28.59217072
OFF-FA-10003496,Stockwell Push Pins,Office Supplies,Fasteners,8,126.4782114
OFF-EN-10004190,Cameo Mailers,Office Supplies,Envelopes,27,32.88515145
OFF-AR-10002583,BIC Markers,Office Supplies,Art,18.42857143,113.6309943
OFF-AP-10003043,Breville Blender,Office Supplies,Appliances,60.6,107.7433802
OFF-SU-10004446,Acme Ruler,Office Supplies,Supplies,10.8,17.43473203
OFF-EN-10002008,Cameo Mailers,Office Supplies,Envelopes,37,94.19742311
OFF-BI-10001058,Ibico Binding Machine,Office Supplies,Binders,50.85714286,7.4834718
OFF-LA-10000700,Avery Legal Exhibit Labels,Office Supplies,Labels,11.33333333,92.94657951
OFF-LA-10002609,Avery Color Coded Labels,Office Supplies,Labels,8.777777778,117.6936988
OFF-FA-10004265,Stockwell Paper Clips,Office Supplies,Fasteners,7.5,10.78142372
OFF-PA-10003640,Eaton Cards & Envelopes,Office Supplies,Paper,30,104.8201056
OFF-BI-10004195,Wilson Jones Binding Machine,Office Supplies,Binders,48.33333333,86.09975715
OFF-SAN-10001128,Sanford Pens,Office Supplies,Art,11.25,23.15540097
OFF-PA-10000070,Eaton Computer Printout Paper,Office Supplies,Paper,26.33333333,140.4374487
OFF-FA-10003318,Stockwell Clamps,Office Supplies,Fasteners,19.33333333,11.73386671
OFF-SME-10000746,Smead Lockers,Office Supplies,Storage,198.9285714,27.8004813
OFF-STO-10000347,Stockwell Clamps,Office Supplies,Fasteners,16.33333333,108.244059
OFF-FA-10004258,OIC Thumb Tacks,Office Supplies,Fasteners,9.333333333,84.2698061
OFF-EN-10003936,Cameo Peel and Seal,Office Supplies,Envelopes,24.6,127.3767495
OFF-AR-10000307,Binney & Smith Markers,Office Supplies,Art,24.25,24.33257114
OFF-BIC-10002722,BIC Pens,Office Supplies,Art,17.5,127.618292
OFF-KRA-10002789,Kraft Peel and Seal,Office Supplies,Envelopes,24,36.86298474
OFF-BI-10004868,Wilson Jones Hole Reinforcements,Office Supplies,Binders,6,58.42614337
OFF-EN-10003413,Jiffy Interoffice Envelope,Office Supplies,Envelopes,50,74.33545313
OFF-PA-10002520,Green Bar Cards & Envelopes,Office Supplies,Paper,48.33333333,121.2657014
OFF-BOS-10002558,Boston Pencil Sharpener,Office Supplies,Art,30.16666667,7.909468559
OFF-SAN-10004881,Sanford Pencil Sharpener,Office Supplies,Art,27.16666667,86.2899191
OFF-LA-10000438,Novimex Legal Exhibit Labels,Office Supplies,Labels,10.83333333,87.4149057
OFF-AR-10003336,Sanford Pencil Sharpener,Office Supplies,Art,18,72.79327023
OFF-ST-10004496,Tenex Box,Office Supplies,Storage,16.5,34.60795548
OFF-AP-10002822,KitchenAid Toaster,Office Supplies,Appliances,56.8,35.91576163
OFF-EN-10004424,GlobeWeis Interoffice Envelope,Office Supplies,Envelopes,47.75,69.74110008
OFF-BI-10004120,Ibico 3-Hole Punch,Office Supplies,Binders,32,131.9836055
OFF-PA-10000579,Xerox Computer Printout Paper,Office Supplies,Paper,26.33333333,139.7455235
OFF-ST-10003334,Smead Trays,Office Supplies,Storage,47.5,131.5567256
OFF-BI-10004651,Cardinal Binding Machine,Office Supplies,Binders,49.33333333,38.63968742
OFF-EN-10002140,Jiffy Business Envelopes,Office Supplies,Envelopes,18.33333333,2.622178249
OFF-SU-10000649,Fiskars Box Cutter,Office Supplies,Supplies,35.66666667,6.386709391
OFF-GRE-10004796,Green Bar Computer Printout Paper,Office Supplies,Paper,31.16666667,116.3191181
OFF-ST-10004583,Eldon Shelving,Office Supplies,Storage,48.33333333,121.024588
OFF-LA-10001191,Harbour Creations File Folder Labels,Office Supplies,Labels,8.5,132.9414439
OFF-PA-10001164,Green Bar Message Books,Office Supplies,Paper,15.85714286,25.34600889
OFF-FEL-10001343,Fellowes Box,Office Supplies,Storage,18.75,76.16127515
OFF-ACC-10002220,Acco Binding Machine,Office Supplies,Binders,51,44.01147916
OFF-ELD-10002207,Eldon Folders,Office Supplies,Storage,17,107.5948145
OFF-STI-10004202,Stiletto Scissors,Office Supplies,Supplies,23,145.4531558
OFF-EN-10000532,Cameo Clasp Envelope,Office Supplies,Envelopes,6.333333333,131.3309616
OFF-BI-10003579,Avery 3-Hole Punch,Office Supplies,Binders,18.55555556,82.27550097
OFF-AP-10004515,Hamilton Beach Coffee Grinder,Office Supplies,Appliances,28.5,84.25165096
OFF-FA-10000563,Accos Push Pins,Office Supplies,Fasteners,8,111.9769187
OFF-BI-10000280,Ibico Hole Reinforcements,Office Supplies,Binders,4.666666667,36.60357892
OFF-BI-10002523,Wilson Jones Index Tab,Office Supplies,Binders,4.333333333,119.0981658
OFF-LA-10003422,Smead Color Coded Labels,Office Supplies,Labels,8.571428571,16.98377077
OFF-BI-10002126,Wilson Jones Index Tab,Office Supplies,Binders,4,113.6384582
OFF-FA-10000467,Stockwell Push Pins,Office Supplies,Fasteners,9.25,9.912307049
OFF-LA-10003210,Harbour Creations File Folder Labels,Office Supplies,Labels,8.8,89.99039315
OFF-BI-10000765,Avery Hole Reinforcements,Office Supplies,Binders,4,14.05091562
OFF-ST-10003800,Rogers Folders,Office Supplies,Storage,20,88.31796693
OFF-SU-10001618,Kleencut Letter Opener,Office Supplies,Supplies,28.6,140.037594
OFF-STA-10000298,Stanley Canvas,Office Supplies,Art,49.5,89.74584992
OFF-AVE-10004556,Avery Hole Reinforcements,Office Supplies,Binders,4.833333333,62.01772538
OFF-ACC-10004538,Acco Binder Covers,Office Supplies,Binders,13.66666667,81.41999638
OFF-LA-10002199,Harbour Creations Removable Labels,Office Supplies,Labels,5.5,69.18400398
OFF-PA-10004027,Xerox Cards & Envelopes,Office Supplies,Paper,29.88888889,144.2715957
OFF-AR-10000502,BIC Highlighters,Office Supplies,Art,19.25,55.63539867
OFF-BI-10003774,Cardinal 3-Hole Punch,Office Supplies,Binders,30.28571429,4.020217117
OFF-SU-10003267,Stiletto Scissors,Office Supplies,Supplies,25.28571429,130.3412303
OFF-SAN-10002484,Sanford Canvas,Office Supplies,Art,50.5,42.84926502
OFF-BI-10000340,Avery Binding Machine,Office Supplies,Binders,48.33333333,40.78406478
OFF-SME-10001667,Smead Shipping Labels,Office Supplies,Labels,12,18.30670872
OFF-AR-10001759,Sanford Sketch Pad,Office Supplies,Art,46.8,123.321622
OFF-BI-10002511,Avery 3-Hole Punch,Office Supplies,Binders,27.4,30.1308288
OFF-BI-10003899,Avery 3-Hole Punch,Office Supplies,Binders,28.28571429,118.3592687
OFF-FA-10003462,Stockwell Thumb Tacks,Office Supplies,Fasteners,10.5,30.87802299
OFF-ST-10004837,Eldon File Cart,Office Supplies,Storage,128,102.5718492
OFF-KLE-10000527,Kleencut Scissors,Office Supplies,Supplies,22.25,111.2767406
OFF-BI-10000854,Acco Binder Covers,Office Supplies,Binders,13.33333333,43.98783203
OFF-SU-10003221,Acme Trimmer,Office Supplies,Supplies,46.2,74.0935026
OFF-FA-10002539,Stockwell Rubber Bands,Office Supplies,Fasteners,16.25,134.956768
OFF-BI-10001254,Avery Binding Machine,Office Supplies,Binders,32.66666667,131.8326392
OFF-FA-10003659,Accos Paper Clips,Office Supplies,Fasteners,7.666666667,99.58298292
OFF-BI-10001326,Cardinal Binder,Office Supplies,Binders,14.33333333,48.71183062
OFF-LA-10002875,Novimex Shipping Labels,Office Supplies,Labels,8.875,26.99293951
OFF-BI-10000827,Acco Binder,Office Supplies,Binders,10.33333333,27.5781768
OFF-BI-10002364,Acco Binder,Office Supplies,Binders,16.66666667,139.9345825
OFF-AME-10002376,Ames Manila Envelope,Office Supplies,Envelopes,23.5,33.95453733
OFF-LA-10003551,Harbour Creations File Folder Labels,Office Supplies,Labels,9,22.95065405
OFF-PA-10002047,Green Bar Cards & Envelopes,Office Supplies,Paper,52.5,62.01367823
OFF-FA-10000429,Stockwell Push Pins,Office Supplies,Fasteners,14.33333333,100.5215761
OFF-LA-10001292,Smead File Folder Labels,Office Supplies,Labels,6.666666667,31.95200771
OFF-ST-10004015,Smead Trays,Office Supplies,Storage,48.33333333,134.4707902
OFF-SU-10003629,Fiskars Letter Opener,Office Supplies,Supplies,27.33333333,88.46088179
OFF-EN-10003537,GlobeWeis Manila Envelope,Office Supplies,Envelopes,27.4,5.495101108
OFF-CAR-10001428,Cardinal Index Tab,Office Supplies,Binders,7.5,51.04744574
OFF-EN-10003508,GlobeWeis Peel and Seal,Office Supplies,Envelopes,25,104.5598339
OFF-SU-10001308,Fiskars Trimmer,Office Supplies,Supplies,39,31.63300394
OFF-BIN-10000711,Binney & Smith Markers,Office Supplies,Art,25.25,56.04487033
OFF-LA-10000190,Harbour Creations Round Labels,Office Supplies,Labels,4.8,68.92323691
OFF-EN-10004422,Cameo Peel and Seal,Office Supplies,Envelopes,21,88.37335199
OFF-EN-10004518,GlobeWeis Mailers,Office Supplies,Envelopes,24.9,110.6126362
OFF-PA-10002237,Enermax Memo Slips,Office Supplies,Paper,13.2,120.649733
OFF-AR-10001192,Binney & Smith Canvas,Office Supplies,Art,35,142.922989
OFF-ST-10004368,Tenex Trays,Office Supplies,Storage,36.42857143,44.66611817
OFF-LA-10002225,Hon Shipping Labels,Office Supplies,Labels,11.8,80.87013362
OFF-ST-10004482,Rogers Shelving,Office Supplies,Storage,62.66666667,35.92532539
OFF-SU-10001813,Kleencut Ruler,Office Supplies,Supplies,15.33333333,23.1403156
OFF-ST-10002873,Fellowes Folders,Office Supplies,Storage,17.9,131.1592409
OFF-EN-10003175,Ames Manila Envelope,Office Supplies,Envelopes,18,63.86687104
OFF-LA-10004058,Hon Legal Exhibit Labels,Office Supplies,Labels,11.33333333,86.07746128
OFF-TEN-10000894,Tenex Folders,Office Supplies,Storage,23.33333333,45.41099948
OFF-EN-10002035,Kraft Mailers,Office Supplies,Envelopes,37.71428571,64.98946274
OFF-EN-10003832,Ames Business Envelopes,Office Supplies,Envelopes,12.2,14.61839801
OFF-EN-10003425,Cameo Mailers,Office Supplies,Envelopes,24.66666667,4.008459506
OFF-AR-10002096,Binney & Smith Markers,Office Supplies,Art,17,65.233568
OFF-PA-10004849,Xerox Computer Printout Paper,Office Supplies,Paper,18.66666667,1.527145421
OFF-PA-10000302,Eaton Computer Printout Paper,Office Supplies,Paper,28,132.8647124
OFF-AR-10004218,Sanford Pencil Sharpener,Office Supplies,Art,29,85.5233621
OFF-FA-10003833,OIC Thumb Tacks,Office Supplies,Fasteners,14.25,124.4564584
OFF-FEL-10001630,Fellowes Lockers,Office Supplies,Storage,207.75,13.57876257
OFF-LA-10002650,Novimex Removable Labels,Office Supplies,Labels,6.5,15.36315201
OFF-BI-10001399,Avery Binder Covers,Office Supplies,Binders,10.66666667,22.73752949
OFF-SU-10001080,Acme Letter Opener,Office Supplies,Supplies,20.2,135.3324687
OFF-AP-10003334,Cuisinart Coffee Grinder,Office Supplies,Appliances,39.33333333,58.0533236
OFF-SU-10001689,Acme Box Cutter,Office Supplies,Supplies,39.5,100.9317417
OFF-PA-10004589,Green Bar Computer Printout Paper,Office Supplies,Paper,31.33333333,43.70683366
OFF-EN-10004755,Cameo Business Envelopes,Office Supplies,Envelopes,20.5,26.3349069
OFF-FA-10001925,Advantus Staples,Office Supplies,Fasteners,10.25,55.93531207
OFF-BI-10004903,Ibico Hole Reinforcements,Office Supplies,Binders,8.333333333,104.1981704
OFF-EN-10003898,Ames Peel and Seal,Office Supplies,Envelopes,12.42857143,128.2639228
OFF-PA-10002652,Eaton Note Cards,Office Supplies,Paper,26.55555556,32.54191551
OFF-ST-10004367,Rogers Trays,Office Supplies,Storage,61.66666667,128.8258449
OFF-ST-10001326,Tenex Shelving,Office Supplies,Storage,36.4,3.805117057
OFF-EN-10003472,Cameo Clasp Envelope,Office Supplies,Envelopes,8,46.08606823
OFF-AR-10001738,Binney & Smith Canvas,Office Supplies,Art,34.42857143,6.924255467
OFF-BI-10001183,Avery 3-Hole Punch,Office Supplies,Binders,18.22222222,18.78349521
OFF-EN-10000315,Kraft Manila Envelope,Office Supplies,Envelopes,17,114.2857135
OFF-GRE-10001059,Green Bar Note Cards,Office Supplies,Paper,29.66666667,149.3043595
OFF-AP-10004201,Breville Refrigerator,Office Supplies,Appliances,517.5,14.81675166
OFF-PA-10000752,Xerox Note Cards,Office Supplies,Paper,17.5,125.036815
OFF-BI-10004554,Avery Index Tab,Office Supplies,Binders,6.333333333,44.02044527
OFF-BI-10002455,Acco 3-Hole Punch,Office Supplies,Binders,21,79.12787985
OFF-AP-10001776,Hoover Refrigerator,Office Supplies,Appliances,350.8571429,67.5642017
OFF-SME-10000538,Smead File Cart,Office Supplies,Storage,128.9,26.78096643
OFF-BIC-10001823,BIC Canvas,Office Supplies,Art,55,68.13646722
OFF-PA-10002371,Green Bar Message Books,Office Supplies,Paper,28,47.98889675
OFF-ST-10002151,Eldon Box,Office Supplies,Storage,10.25,126.7511781
OFF-BI-10001645,Ibico Binding Machine,Office Supplies,Binders,51.8,16.9960619
OFF-GRE-10002738,Green Bar Cards & Envelopes,Office Supplies,Paper,48.5,45.51295112
OFF-STI-10002040,Stiletto Ruler,Office Supplies,Supplies,16.5,75.58813317
OFF-OIC-10003366,OIC Staples,Office Supplies,Fasteners,11.5,46.54638191
OFF-EN-10004909,GlobeWeis Peel and Seal,Office Supplies,Envelopes,13.33333333,119.8195288
OFF-ST-10004330,Smead Folders,Office Supplies,Storage,11.6,135.5178276
OFF-EN-10004469,Jiffy Manila Envelope,Office Supplies,Envelopes,24.75,82.20590479
OFF-AP-10001305,Breville Microwave,Office Supplies,Appliances,300,94.04819637
OFF-FA-10002388,Accos Push Pins,Office Supplies,Fasteners,12,46.61714264
OFF-PA-10002328,Eaton Memo Slips,Office Supplies,Paper,9,82.47093978
OFF-AP-10001621,Cuisinart Blender,Office Supplies,Appliances,67.75,54.66498451
OFF-AP-10002017,Cuisinart Blender,Office Supplies,Appliances,67,105.7595996
OFF-ACC-10000307,Acco Index Tab,Office Supplies,Binders,8,81.92299306
OFF-FEL-10001541,Fellowes Lockers,Office Supplies,Storage,206.5,92.81473714
OFF-BI-10004177,Wilson Jones 3-Hole Punch,Office Supplies,Binders,19.66666667,15.26341766
OFF-EN-10002186,Kraft Manila Envelope,Office Supplies,Envelopes,17.66666667,104.4831729
OFF-WIL-10003532,Wilson Jones Binding Machine,Office Supplies,Binders,49,128.8890597
OFF-FA-10003885,Stockwell Rubber Bands,Office Supplies,Fasteners,11,94.73621032
OFF-LA-10000713,Novimex Removable Labels,Office Supplies,Labels,5.25,34.69590597
OFF-PA-10001495,Xerox Parchment Paper,Office Supplies,Paper,8.75,85.74992116
OFF-STO-10001671,Stockwell Staples,Office Supplies,Fasteners,7.75,17.8924728
OFF-SU-10001682,Kleencut Letter Opener,Office Supplies,Supplies,17.66666667,65.72843926
OFF-LA-10000624,Hon File Folder Labels,Office Supplies,Labels,9,44.16500113
OFF-EN-10004418,GlobeWeis Clasp Envelope,Office Supplies,Envelopes,8.8,57.21346371
OFF-PA-10004946,SanDisk Note Cards,Office Supplies,Paper,34,148.333104
OFF-BI-10001685,Avery Index Tab,Office Supplies,Binders,6.6,1.352696086
OFF-AR-10000659,BIC Pencil Sharpener,Office Supplies,Art,30.25,87.24816025
OFF-BI-10003883,Acco Binder,Office Supplies,Binders,10,45.07851429
OFF-ST-10004835,Fellowes File Cart,Office Supplies,Storage,91,126.6083727
OFF-STA-10001791,Stanley Highlighters,Office Supplies,Art,17.83333333,65.27322344
OFF-BIN-10000327,Binney & Smith Markers,Office Supplies,Art,27.3,11.28727807
OFF-AR-10000185,Stanley Pens,Office Supplies,Art,8.875,96.90910216
OFF-LA-10003140,Harbour Creations Round Labels,Office Supplies,Labels,4.333333333,102.2389914
OFF-ST-10004947,Fellowes File Cart,Office Supplies,Storage,137.8,9.369194985
OFF-ST-10000103,Smead Lockers,Office Supplies,Storage,199,55.07478188
OFF-ELI-10001904,Elite Letter Opener,Office Supplies,Supplies,24,52.04075832
OFF-AR-10001230,Binney & Smith Markers,Office Supplies,Art,27.28571429,126.56295
OFF-NOV-10002952,Novimex Round Labels,Office Supplies,Labels,6.25,79.61834633
OFF-PA-10002295,Xerox Cards & Envelopes,Office Supplies,Paper,32.66666667,83.05994995
OFF-EN-10003431,Cameo Interoffice Envelope,Office Supplies,Envelopes,49.85714286,149.3235522
OFF-SME-10000335,Smead Box,Office Supplies,Storage,9.833333333,60.24598958
OFF-BI-10003112,Ibico Binder Covers,Office Supplies,Binders,9,22.69235424
OFF-EN-10000890,Ames Peel and Seal,Office Supplies,Envelopes,17.33333333,40.32443258
OFF-PA-10003115,Enermax Note Cards,Office Supplies,Paper,28.5,126.5047284
OFF-STO-10004503,Stockwell Paper Clips,Office Supplies,Fasteners,13.33333333,126.8172309
OFF-FEL-10001865,Fellowes File Cart,Office Supplies,Storage,136.375,109.2281205
OFF-EAT-10000820,Eaton Message Books,Office Supplies,Paper,22,46.3724769
OFF-AR-10000785,BIC Sketch Pad,Office Supplies,Art,52,17.34455813
OFF-PA-10003744,Green Bar Parchment Paper,Office Supplies,Paper,18,6.169746506
OFF-AR-10000266,BIC Markers,Office Supplies,Art,27.66666667,21.19228512
OFF-STA-10001112,Stanley Markers,Office Supplies,Art,22.5,48.3697882
OFF-JIF-10003976,Jiffy Mailers,Office Supplies,Envelopes,40.66666667,20.92641632
OFF-ST-10002271,Rogers Shelving,Office Supplies,Storage,61.14285714,83.89453095
OFF-ST-10004930,Tenex Trays,Office Supplies,Storage,36.2,98.75211408
OFF-AR-10001812,Binney & Smith Markers,Office Supplies,Art,16.33333333,63.69948848
OFF-SU-10004480,Fiskars Box Cutter,Office Supplies,Supplies,21.5,137.4887544
OFF-AR-10004881,Stanley Sketch Pad,Office Supplies,Art,44.5,94.81879586
OFF-LA-10002651,Novimex Round Labels,Office Supplies,Labels,4.333333333,95.65843765
OFF-ST-10001858,Tenex Shelving,Office Supplies,Storage,54.66666667,52.6560747
OFF-SU-10001923,Kleencut Letter Opener,Office Supplies,Supplies,19.2,3.86665443
OFF-SAN-10004288,Sanford Sketch Pad,Office Supplies,Art,45.5,50.61636131
OFF-AP-10002371,KitchenAid Blender,Office Supplies,Appliances,98.75,20.10289692
OFF-EN-10002104,Cameo Mailers,Office Supplies,Envelopes,41.7,30.25394895
OFF-HON-10000934,Hon Legal Exhibit Labels,Office Supplies,Labels,10.83333333,11.70336631
OFF-LA-10000615,Hon Removable Labels,Office Supplies,Labels,10.71428571,68.29616537
OFF-EN-10003332,Jiffy Interoffice Envelope,Office Supplies,Envelopes,30.2,49.84911411
OFF-PA-10002356,Xerox Parchment Paper,Office Supplies,Paper,13.33333333,143.3722224
OFF-SU-10000283,Stiletto Letter Opener,Office Supplies,Supplies,28.33333333,55.33099484
OFF-EN-10000378,Jiffy Mailers,Office Supplies,Envelopes,37.25,118.4007294
OFF-FA-10001115,Accos Push Pins,Office Supplies,Fasteners,12,44.69516776
OFF-HOO-10001881,Hoover Stove,Office Supplies,Appliances,566.5,59.62778839
OFF-FA-10004374,Accos Paper Clips,Office Supplies,Fasteners,9.333333333,96.09093939
OFF-LA-10004929,Novimex Color Coded Labels,Office Supplies,Labels,12.4,100.6984267
OFF-ST-10000423,Rogers Trays,Office Supplies,Storage,41,25.5655801
OFF-AR-10004373,Boston Markers,Office Supplies,Art,19.66666667,49.79260702
OFF-EN-10004470,Ames Clasp Envelope,Office Supplies,Envelopes,6.333333333,41.64351827
OFF-SU-10002152,Fiskars Shears,Office Supplies,Supplies,44.33333333,26.1373884
OFF-EN-10003577,GlobeWeis Manila Envelope,Office Supplies,Envelopes,20.66666667,135.1324365
OFF-SU-10001868,Elite Box Cutter,Office Supplies,Supplies,22.8,45.94269283
OFF-BI-10002775,Ibico Hole Reinforcements,Office Supplies,Binders,6.5,117.3364069
OFF-BI-10001253,Acco Binder Covers,Office Supplies,Binders,13.71428571,18.05005375
OFF-EN-10001939,Kraft Manila Envelope,Office Supplies,Envelopes,19.2,79.70759149
OFF-BI-10004369,Ibico Hole Reinforcements,Office Supplies,Binders,7.375,103.8553528
OFF-ST-10002538,Rogers File Cart,Office Supplies,Storage,94.66666667,7.394312615
OFF-LA-10000506,Harbour Creations Legal Exhibit Labels,Office Supplies,Labels,11,35.24687761
OFF-AR-10003066,Sanford Markers,Office Supplies,Art,26.33333333,79.18019564
OFF-EN-10002003,Ames Clasp Envelope,Office Supplies,Envelopes,7.333333333,142.6963653
OFF-TEN-10004210,Tenex Trays,Office Supplies,Storage,53.25,13.33030604
OFF-IBI-10004323,Ibico Binder Covers,Office Supplies,Binders,15.25,84.87434537
OFF-HAR-10000187,Harbour Creations Color Coded Labels,Office Supplies,Labels,12.75,25.79886991
OFF-ST-10002251,Fellowes Shelving,Office Supplies,Storage,38,19.60071497
OFF-EN-10004560,Cameo Business Envelopes,Office Supplies,Envelopes,11.25,115.1920611
OFF-EN-10000812,GlobeWeis Clasp Envelope,Office Supplies,Envelopes,6.5,31.94095434
OFF-LA-10004370,Novimex File Folder Labels,Office Supplies,Labels,5.75,50.7137874
OFF-LA-10001701,Novimex File Folder Labels,Office Supplies,Labels,4.2,125.9412241
OFF-AR-10003913,Binney & Smith Highlighters,Office Supplies,Art,11,55.33214116
OFF-BI-10002080,Acco Binder,Office Supplies,Binders,9.8,66.1363988
OFF-FA-10003879,Stockwell Thumb Tacks,Office Supplies,Fasteners,7,107.5903296
OFF-SU-10002983,Acme Trimmer,Office Supplies,Supplies,29.75,130.4578834
OFF-AP-10002536,Hoover Refrigerator,Office Supplies,Appliances,349.6666667,77.39556441
OFF-AP-10001041,Hoover Stove,Office Supplies,Appliances,377.8,122.9929358
OFF-BI-10002424,Avery Binder,Office Supplies,Binders,12.875,92.55634047
OFF-BIC-10002403,BIC Sketch Pad,Office Supplies,Art,49,30.85512931
OFF-AR-10001278,Binney & Smith Pens,Office Supplies,Art,15.11111111,47.65872418
OFF-SU-10003592,Acme Ruler,Office Supplies,Supplies,16.75,104.0309152
OFF-PA-10002514,Xerox Memo Slips,Office Supplies,Paper,13.66666667,17.88451612
OFF-AR-10002975,Stanley Sketch Pad,Office Supplies,Art,30.5,96.31592328
OFF-LA-10000356,Novimex Round Labels,Office Supplies,Labels,6.666666667,1.166984211
OFF-AP-10002252,Cuisinart Stove,Office Supplies,Appliances,358.4,46.83855845
OFF-EN-10003939,Kraft Interoffice Envelope,Office Supplies,Envelopes,31.33333333,50.41278323
OFF-FA-10001237,Stockwell Push Pins,Office Supplies,Fasteners,9.375,28.30575805
OFF-SU-10002816,Kleencut Shears,Office Supplies,Supplies,29,67.1376817
OFF-AR-10003630,Stanley Sketch Pad,Office Supplies,Art,44.8,118.280436
