Order_ID,Order_Date,Order_Priority,Customer_ID,Order_Status
ES-2012-4797383,2012-09-24,Medium,DG-133002,in progress
IN-2012-40638,2012-10-19,Medium,FH-142751,in progress
ES-2012-2217716,2012-10-24,Medium,JK-153252,pending
ES-2012-2404634,2012-10-27,Medium,FH-143652,shipped
ES-2012-4844965,2012-11-15,High,AR-103452,in progress
IN-2012-24783,2012-12-17,Medium,GZ-145451,pending
MX-2012-141432,2012-12-31,High,MH-174403,pending
ES-2013-4599518,2013-01-04,Critical,SM-209502,shipped
ES-2013-1610512,2013-01-29,Medium,FW-143952,pending
ES-2013-2633661,2013-03-04,Critical,ME-180102,in progress
ES-2013-1997936,2013-03-26,Medium,BS-113652,shipped
ES-2013-4693974,2013-05-13,High,SG-208902,in progress
MX-2013-142783,2013-05-21,High,JG-153103,pending
ES-2013-3650909,2013-06-03,High,QJ-192552,shipped
IT-2013-1083916,2013-06-26,High,JG-158052,in progress
MX-2013-102799,2013-06-28,High,CC-126103,pending
MX-2013-158421,2013-07-01,High,YS-218803,shipped
ES-2013-2228706,2013-08-10,High,EM-138252,pending
ES-2013-4190886,2013-08-13,High,SM-209502,shipped
MX-2013-124569,2013-08-16,Critical,SC-206953,pending
IN-2013-26785,2013-08-16,High,RA-198851,pending
IN-2013-35087,2013-08-16,High,JG-158051,in progress
IN-2013-70990,2013-08-24,High,TS-212051,shipped
MX-2013-145716,2013-08-26,High,SC-204403,in progress
ES-2013-4032927,2013-09-06,Medium,TB-211752,in progress
ES-2013-3918046,2013-09-09,Medium,BB-115452,in progress
ES-2013-2569541,2013-09-11,Critical,FC-143352,in progress
ES-2013-2212734,2013-09-12,Medium,AJ-107802,pending
IN-2013-63913,2013-09-17,Medium,TS-214301,in progress
MX-2013-147333,2013-09-19,Medium,SC-207703,pending
MX-2013-123386,2013-09-19,Medium,SW-207553,shipped
MX-2013-132115,2013-10-15,High,RP-198553,pending
ES-2013-1026422,2013-11-04,High,BS-115902,shipped
MX-2013-167738,2013-11-07,Medium,RW-196303,in progress
ES-2013-5668540,2013-11-09,Critical,BM-115752,pending
MX-2013-148754,2013-11-09,High,KB-166003,shipped
ES-2013-2522918,2013-11-16,Critical,ME-180102,in progress
ES-2013-1247278,2013-12-17,High,VP-217602,pending
IN-2014-43382,2014-02-07,Critical,JC-161051,shipped
ES-2014-5272129,2014-02-25,Medium,BB-109902,shipped
ES-2014-5583177,2014-03-04,Medium,AH-101952,in progress
MX-2014-166835,2014-03-04,Medium,SC-207703,pending
ES-2014-1287554,2014-04-30,High,TS-211602,in progress
MX-2014-166807,2014-05-06,High,LD-168553,pending
ES-2014-3914489,2014-05-23,Medium,SP-206502,pending
ES-2014-1117642,2014-06-05,Medium,BM-115752,pending
IN-2014-38664,2014-06-10,Medium,JW-152201,pending
ES-2014-4879051,2014-06-12,High,MG-182052,shipped
IN-2014-62366,2014-06-19,Medium,KE-164201,in progress
IN-2014-67308,2014-06-26,High,ON-187151,pending
IT-2014-4180265,2014-08-22,High,LW-169902,pending
IT-2014-1860853,2014-08-25,High,AG-104952,shipped
ES-2014-5617990,2014-09-11,High,LW-168252,pending
MX-2014-109015,2014-09-12,High,KC-162553,in progress
MX-2014-168564,2014-09-23,Medium,BP-110503,pending
ES-2014-2683001,2014-09-23,Medium,AR-108252,pending
ES-2014-1160253,2014-09-30,High,AH-101952,shipped
ES-2014-5478126,2014-10-06,High,KB-166002,pending
ES-2014-1637041,2014-10-20,High,DB-135552,pending
MX-2014-157798,2014-10-30,Medium,KN-163903,in progress
MX-2014-122140,2014-10-31,Medium,HH-150103,in progress
MX-2014-167227,2014-11-10,Medium,SC-204403,shipped
ID-2014-45580,2014-11-11,Medium,KH-163301,shipped
ES-2014-4937476,2014-11-12,Medium,SW-207552,pending
MX-2014-169586,2014-11-21,Medium,BB-115453,pending
ES-2014-1006842,2014-11-26,Critical,KS-163002,shipped
ES-2014-3860822,2014-11-27,Critical,HW-149352,pending
MX-2014-139654,2014-11-27,High,SV-208153,shipped
MX-2014-109260,2014-12-01,Critical,DG-133003,in progress
ES-2014-2375662,2014-12-09,Medium,DJ-134202,pending
ES-2014-2823477,2014-12-16,Critical,MH-177852,in progress
MX-2014-124744,2014-12-17,Critical,MY-182953,shipped
MX-2014-133053,2014-12-18,High,GP-147403,pending
MX-2014-134523,2014-12-25,High,AC-104203,shipped
MX-2014-118451,2014-12-26,High,JG-158053,shipped
MX-2014-110324,2014-12-30,Medium,GP-147403,pending
HU-2011-1380,2011-01-10,Critical,ER-38552,shipped
IT-2011-1978668,2011-02-16,Medium,ON-187152,shipped
ES-2011-1290469,2011-04-04,Medium,MM-182802,in progress
MX-2011-164973,2011-04-26,Medium,CA-123103,pending
IT-2011-5027623,2011-06-10,High,GD-145902,pending
SA-2011-8680,2011-06-20,Medium,SP-106202,in progress
ES-2011-3074997,2011-07-27,High,AH-106902,shipped
MX-2011-144827,2011-07-29,Critical,GD-145903,shipped
IN-2011-70409,2011-10-20,Medium,KL-165551,shipped
MX-2011-130008,2011-12-09,High,AH-100303,pending
IT-2011-4913414,2011-12-13,Medium,EH-137652,shipped
MX-2011-151785,2011-12-28,Medium,DM-133453,pending
IN-2012-24132,2012-01-23,Medium,AB-106001,pending
ES-2012-4306010,2012-02-23,High,PB-192102,in progress
ES-2012-3876991,2012-04-26,Critical,TS-212052,in progress
ES-2012-2339134,2012-05-26,Medium,AM-103602,pending
IR-2012-6890,2012-07-02,High,SG-108902,pending
IS-2012-2990,2012-07-05,High,MY-82952,pending
SF-2012-9340,2012-08-20,Critical,CP-20851,shipped
NG-2012-5550,2012-08-20,Medium,TS-113701,pending
ES-2012-3032254,2012-08-30,Medium,SH-206352,in progress
IT-2012-3898224,2012-10-23,High,Dl-136002,pending
US-2012-117982,2012-11-10,Medium,KH-166303,pending
MD-2012-7500,2012-11-19,Medium,DM-29553,in progress
IN-2012-12904,2012-12-20,High,FC-143351,in progress
MX-2012-115224,2012-12-22,Medium,RS-197653,pending
ES-2013-4510356,2013-01-23,High,DW-135852,in progress
IN-2013-82001,2013-02-09,Medium,HM-148601,pending
ES-2013-3042034,2013-02-23,Critical,PJ-188352,shipped
ES-2013-3894596,2013-02-26,High,KB-162402,shipped
ES-2013-5800327,2013-03-28,High,CY-127452,in progress
ES-2013-2671748,2013-03-29,Medium,KN-163902,in progress
US-2013-134467,2013-04-05,Medium,BS-113803,pending
SO-2013-1410,2013-05-17,High,GT-46351,pending
IN-2013-30775,2013-05-29,High,AR-104051,pending
ES-2013-2591562,2013-06-04,High,LW-169902,shipped
CA-2013-7340,2013-06-10,High,RR-95251,in progress
MX-2013-120453,2013-06-24,Medium,TB-211753,in progress
JO-2013-6740,2013-07-09,Critical,TB-111752,pending
MO-2013-5660,2013-07-10,Medium,KH-66901,shipped
IN-2013-81112,2013-08-01,Critical,TS-212051,pending
EG-2013-9300,2013-09-04,Medium,MP-79651,shipped
MX-2013-114335,2013-10-18,Critical,TS-211603,shipped
MX-2013-112578,2013-11-09,Critical,KS-163003,shipped
MX-2013-132206,2013-12-10,Critical,KN-164503,pending
ID-2014-37985,2014-01-11,Medium,JK-153251,pending
ES-2014-3829945,2014-01-20,Medium,KS-163002,pending
ES-2014-1044116,2014-01-22,High,CS-124902,in progress
IT-2014-4499061,2014-03-18,Critical,RP-192702,in progress
CM-2014-6610,2014-03-19,Medium,MC-81301,in progress
RW-2014-680,2014-03-20,High,BF-9751,pending
BO-2014-8690,2014-03-28,Medium,MS-79802,pending
IN-2014-41422,2014-05-31,High,HG-149651,pending
MX-2014-162117,2014-06-02,Medium,DJ-135103,in progress
SF-2014-7270,2014-06-05,High,MY-82951,shipped
ES-2014-3691479,2014-06-10,Medium,FH-143652,pending
MX-2014-134887,2014-06-24,Medium,TB-213553,shipped
SF-2014-5230,2014-07-11,High,MM-82801,pending
EZ-2014-8670,2014-07-12,Critical,JC-61052,pending
AU-2014-800,2014-07-14,High,GB-45303,in progress
UP-2014-4500,2014-07-17,Critical,DJ-35103,shipped
ES-2014-4825158,2014-08-03,Medium,GT-146352,pending
MO-2014-6930,2014-08-05,Critical,TC-111451,in progress
MX-2014-165575,2014-09-05,High,MY-173803,pending
IT-2014-4778257,2014-09-12,Critical,HM-148602,pending
ES-2014-4859567,2014-09-30,Critical,RR-195252,shipped
IT-2014-2185471,2014-10-07,Critical,TB-211752,pending
MX-2014-135048,2014-11-14,High,MG-182053,pending
ES-2014-1648769,2014-11-17,High,CS-122502,pending
IN-2014-83702,2014-11-27,Medium,VW-217751,pending
SF-2014-1460,2014-12-10,High,BO-13501,shipped
IN-2014-35507,2014-12-16,Critical,AM-103601,shipped
ES-2014-1984595,2014-12-19,Medium,HE-148002,in progress
ES-2014-1119560,2014-12-19,High,RR-195252,in progress
MX-2014-122574,2014-12-29,Medium,AG-103003,pending
ES-2011-5253790,2011-06-27,High,RA-198852,in progress
ES-2011-5298002,2011-06-28,High,CV-128052,shipped
IN-2011-34478,2011-08-08,Medium,BF-109751,in progress
IN-2011-49276,2011-08-11,High,DS-131801,pending
MX-2011-116512,2011-09-26,Critical,MH-177853,pending
IN-2011-23530,2011-11-09,Critical,AS-102851,in progress
MX-2011-123407,2011-11-15,Critical,GP-147403,shipped
MX-2011-140074,2011-11-15,Medium,TB-213553,in progress
IN-2011-36865,2011-12-08,High,TZ-214451,pending
IN-2012-39889,2012-03-14,High,JE-156101,in progress
ES-2012-3637663,2012-06-06,High,AG-104952,in progress
ES-2012-5840484,2012-07-06,High,SP-206202,shipped
MX-2012-115217,2012-08-06,Medium,SV-208153,pending
IN-2012-41590,2012-08-12,Medium,AR-103451,in progress
IN-2012-27464,2012-08-20,Medium,SP-205451,in progress
ES-2012-3054287,2012-11-08,Medium,JE-161652,shipped
IN-2012-73216,2012-12-12,Medium,BW-111101,in progress
IN-2013-27695,2013-01-18,High,CS-118451,shipped
ES-2013-3899531,2013-02-12,Medium,RR-195252,shipped
ES-2013-4735127,2013-03-19,High,LO-171702,pending
ES-2013-5015150,2013-03-28,Medium,EB-137502,in progress
ES-2013-2759612,2013-06-15,High,HE-148002,shipped
ES-2013-2509119,2013-07-02,Medium,JM-156552,pending
ES-2013-4184078,2013-07-03,Critical,RS-197652,shipped
MX-2013-110149,2013-07-07,Medium,MM-182803,pending
ES-2013-1526338,2013-07-14,Medium,ND-184602,shipped
ES-2013-5266365,2013-09-04,Medium,HG-149652,shipped
ES-2013-5174378,2013-10-24,Medium,AY-105552,in progress
IN-2013-30663,2013-11-25,Critical,SV-208151,pending
ES-2013-5880767,2013-11-25,High,MG-182052,in progress
ES-2013-2028016,2013-12-02,Critical,SP-206202,in progress
MX-2013-101210,2013-12-06,Critical,ML-173953,shipped
MX-2014-164868,2014-01-06,High,JC-161053,in progress
ES-2014-4381460,2014-03-08,Critical,GK-146202,in progress
MX-2014-140123,2014-04-03,High,SC-202603,pending
ES-2014-5904288,2014-05-03,Medium,TH-212352,shipped
IN-2014-73916,2014-05-14,High,MH-177851,pending
ES-2014-4223822,2014-06-02,Critical,AR-108252,pending
MX-2014-130211,2014-07-14,High,BS-113653,in progress
IN-2014-48940,2014-08-19,Medium,JK-153251,pending
MX-2014-158946,2014-09-01,Medium,DV-130453,in progress
ES-2014-3331248,2014-09-25,Medium,AH-106902,shipped
IN-2014-16922,2014-10-21,High,DK-131501,shipped
MX-2014-124800,2014-11-14,High,JM-156553,shipped
MX-2014-116806,2014-11-14,High,GM-146953,in progress
ES-2014-2947135,2014-11-24,Medium,AG-105252,in progress
IT-2014-3184181,2014-12-05,High,DK-132252,in progress
MX-2014-113327,2014-12-22,High,BG-116953,pending
ES-2011-3305419,2011-01-17,High,EH-137652,in progress
ES-2011-4174897,2011-01-18,Critical,MD-178602,in progress
PL-2011-9340,2011-02-22,Medium,RW-95402,pending
ES-2011-5244045,2011-04-07,Medium,FM-142152,shipped
ES-2011-5940123,2011-06-01,Medium,MC-181302,shipped
ES-2011-4691256,2011-06-07,Medium,MK-179052,in progress
MX-2011-126641,2011-07-01,Critical,FW-143953,shipped
MX-2011-122595,2011-08-12,Medium,EM-138253,in progress
ES-2011-3248922,2011-09-08,Critical,ER-138552,shipped
TZ-2011-3030,2011-09-12,Medium,CJ-18751,shipped
ES-2011-3128239,2011-09-17,Medium,MM-182802,in progress
LY-2011-650,2011-09-29,High,CS-22501,shipped
IN-2011-85270,2011-10-05,Medium,FH-143651,pending
ES-2011-5464858,2011-10-10,Critical,KB-162402,shipped
IN-2011-61582,2011-11-12,Critical,AS-100451,shipped
TO-2012-5030,2012-01-02,Medium,PC-87451,shipped
ES-2012-5897153,2012-03-22,Critical,NC-186252,shipped
ES-2012-2155276,2012-03-24,Medium,GR-145602,in progress
ES-2012-4840257,2012-03-26,Critical,JO-151452,pending
MX-2012-117429,2012-04-13,High,CP-120853,in progress
ES-2012-5845607,2012-05-11,Medium,DV-130452,shipped
MX-2012-131926,2012-05-21,Medium,TP-215653,shipped
AG-2012-4630,2012-05-28,Medium,CP-23401,shipped
ES-2012-1779420,2012-05-31,High,MY-173802,shipped
ES-2012-1557581,2012-06-13,High,PB-192102,shipped
ES-2012-5870268,2012-07-17,Critical,BS-113652,in progress
ES-2012-3596491,2012-09-07,Medium,JM-152652,shipped
ES-2012-2281296,2012-09-10,High,AB-106002,pending
ES-2012-5913584,2012-09-27,High,KC-166752,shipped
MX-2012-104031,2012-10-03,Medium,EM-140953,pending
MX-2012-116813,2012-10-12,Critical,AJ-107803,pending
IN-2012-46063,2012-11-08,High,CY-127451,in progress
IN-2012-28801,2012-12-10,High,AH-100301,in progress
ES-2012-5581627,2012-12-17,Medium,SC-202602,in progress
RO-2012-1240,2012-12-19,Critical,HE-48002,pending
MX-2012-111885,2012-12-21,Medium,DK-131503,in progress
MX-2012-124128,2012-12-31,High,BP-111853,in progress
MX-2013-127866,2013-02-07,High,JK-153253,shipped
MX-2013-154011,2013-02-15,High,MK-179053,shipped
MX-2013-128552,2013-08-02,Medium,MM-182803,pending
MX-2013-100657,2013-08-07,High,FM-142153,shipped
IT-2013-2763542,2013-08-10,Medium,JG-158052,shipped
MX-2013-140186,2013-08-15,Medium,DV-130453,shipped
SA-2013-3590,2013-08-29,Medium,DH-30752,in progress
MX-2013-117002,2013-09-06,Medium,EB-139753,pending
IN-2013-60504,2013-09-06,High,DM-129551,shipped
CG-2013-8420,2013-09-10,Medium,DG-33001,pending
MX-2013-105753,2013-09-10,Medium,MH-177853,pending
TZ-2013-3060,2013-09-24,Critical,HH-50101,shipped
MX-2013-124667,2013-10-08,High,TC-209803,in progress
MX-2013-129735,2013-11-01,High,AR-108253,shipped
IT-2013-3085011,2013-11-14,High,MP-179652,in progress
ES-2013-4847870,2013-12-01,Medium,DK-128352,shipped
ID-2013-26813,2013-12-18,High,GG-146501,in progress
EG-2013-4910,2013-12-30,Medium,FH-43651,in progress
IN-2014-73048,2014-02-14,Medium,AC-106151,pending
MX-2014-139773,2014-02-19,High,CM-118153,shipped
ES-2014-5791774,2014-03-13,Medium,PW-190302,pending
MX-2014-165029,2014-03-20,High,RF-193453,shipped
ES-2014-1332952,2014-04-16,Medium,FA-142302,in progress
GG-2014-7290,2014-04-22,Critical,TH-111153,pending
HR-2014-8850,2014-05-08,High,BS-15902,in progress
TZ-2014-2680,2014-05-29,Medium,TB-111751,in progress
MX-2014-144470,2014-06-06,Medium,JM-156553,in progress
MO-2014-890,2014-06-18,Medium,AB-6001,in progress
RS-2014-5930,2014-06-23,High,TC-111452,shipped
ES-2014-4442179,2014-06-27,Critical,CM-127152,in progress
MZ-2014-140,2014-06-28,Critical,JW-52201,in progress
IN-2014-77507,2014-06-28,Critical,AM-103601,shipped
ES-2014-3995946,2014-08-13,High,FH-142752,pending
IN-2014-21731,2014-08-22,Medium,CS-121751,pending
IN-2014-80153,2014-08-26,High,NC-186251,pending
EG-2014-6740,2014-10-07,Medium,GH-44851,shipped
IN-2014-84556,2014-10-17,High,DH-130751,shipped
MX-2014-106901,2014-10-17,High,LS-172003,shipped
TO-2014-9950,2014-10-22,Medium,AB-6001,pending
GH-2014-1800,2014-11-18,High,SW-107551,pending
ES-2014-2683298,2014-11-25,Critical,DM-133452,in progress
MX-2014-142692,2014-11-27,Critical,SH-206353,pending
MO-2014-7850,2014-12-24,High,AB-6001,in progress
UP-2014-3330,2014-12-31,Medium,FW-43952,shipped
CA-2011-8390,2011-01-19,Medium,MK-79052,shipped
ES-2011-2511634,2011-02-02,High,EB-137052,in progress
MX-2011-135440,2011-02-26,Medium,BS-113803,shipped
CA-2011-4310,2011-06-25,Critical,BW-11102,shipped
CA-2011-760,2011-07-09,Medium,KH-66902,pending
CA-2011-9140,2011-11-04,Medium,BM-16502,in progress
MX-2011-107748,2011-11-07,Medium,TC-211453,in progress
ES-2011-1406120,2011-12-03,Medium,LR-170352,shipped
CA-2011-460,2011-12-13,High,MH-74402,in progress
IN-2011-77542,2011-12-29,Medium,HE-148001,shipped
CA-2012-8910,2012-02-05,High,NG-83552,in progress
IT-2012-2429268,2012-02-18,High,FH-143652,pending
IN-2012-82344,2012-03-05,High,BB-109901,pending
ES-2012-5843148,2012-03-07,Medium,TS-213702,in progress
IN-2012-22431,2012-03-21,Medium,AS-102851,in progress
IN-2012-53420,2012-04-12,Critical,LW-168251,pending
ES-2012-3274675,2012-05-18,Medium,CK-127602,pending
MX-2012-158904,2012-06-05,Medium,RR-195253,in progress
MX-2012-162446,2012-06-06,High,DS-131803,pending
ES-2012-5343508,2012-08-27,High,HW-149352,shipped
ES-2012-5543011,2012-09-06,High,KH-163302,in progress
ES-2012-3774101,2012-09-12,Medium,CS-118452,in progress
MX-2012-153157,2012-10-11,Medium,FH-143653,in progress
ES-2012-1355636,2012-11-09,Medium,BP-110502,pending
ID-2012-66146,2012-11-15,Medium,TC-209801,shipped
CA-2012-1970,2012-11-29,High,MH-76202,pending
MX-2012-153829,2012-12-31,Medium,TC-209803,in progress
ES-2013-1053198,2013-02-16,Critical,NC-185352,in progress
CA-2013-3830,2013-03-30,Critical,SC-107702,pending
CA-2013-2160,2013-05-01,Medium,MG-82052,pending
ES-2013-4487295,2013-06-07,High,DK-131502,in progress
IN-2013-44796,2013-06-27,High,SG-208901,in progress
ES-2013-3078441,2013-07-10,Critical,CA-123102,shipped
ES-2013-4228102,2013-07-22,Medium,AS-102852,shipped
ES-2013-2675006,2013-07-26,Medium,AO-108102,shipped
IN-2013-71333,2013-09-13,Critical,JE-156101,in progress
ES-2013-5080538,2013-11-01,Medium,ME-180102,in progress
MX-2013-168879,2013-11-08,Medium,HR-148303,shipped
CA-2013-8450,2013-11-27,High,RW-96302,shipped
MX-2013-127642,2013-12-04,Critical,SP-208603,in progress
IN-2013-48807,2013-12-05,Medium,KN-163901,shipped
CA-2013-7950,2013-12-18,High,GH-44852,shipped
ES-2013-3297532,2013-12-23,Medium,QJ-192552,in progress
MX-2014-136770,2014-01-16,High,FC-143353,in progress
ES-2014-4331796,2014-01-21,High,GR-145602,pending
CA-2014-1450,2014-02-11,Critical,DM-35252,in progress
ES-2014-2457136,2014-02-27,High,ER-138552,shipped
CA-2014-9070,2014-03-10,Medium,AG-4952,in progress
MX-2014-114391,2014-03-21,High,EB-139753,in progress
ES-2014-2434348,2014-04-04,Medium,CP-120852,shipped
MX-2014-135818,2014-05-09,High,KB-166003,in progress
MX-2014-103366,2014-05-12,Critical,GH-144853,pending
MX-2014-137022,2014-05-20,Critical,JE-161653,pending
IN-2014-63479,2014-05-24,High,DW-135851,pending
CA-2014-950,2014-07-04,Critical,SS-101402,in progress
IT-2014-2700287,2014-07-07,Medium,BP-110952,in progress
ES-2014-1569434,2014-08-04,Critical,AH-100302,in progress
MX-2014-112522,2014-08-06,Medium,BN-114703,shipped
ES-2014-4347130,2014-08-11,High,CM-127152,pending
ES-2014-5185744,2014-08-12,Medium,MY-182952,in progress
ES-2014-5991471,2014-09-18,High,LD-168552,pending
ES-2014-2835815,2014-09-19,Medium,SH-199752,shipped
MX-2014-133487,2014-09-23,High,TB-213553,shipped
MX-2014-131219,2014-10-08,High,DB-131203,pending
ES-2014-4341309,2014-10-23,Critical,CC-126102,pending
CA-2014-5020,2014-11-13,High,AG-4952,pending
MX-2014-129728,2014-11-17,Medium,DG-133003,pending
ES-2014-2221182,2014-11-20,High,SV-208152,shipped
ES-2014-2592303,2014-11-21,Critical,NS-186402,shipped
MX-2014-126599,2014-11-23,Medium,TZ-214453,in progress
IN-2014-35731,2014-12-26,Critical,Dl-136001,in progress
IR-2011-7690,2011-01-03,High,NG-83553,shipped
EN-2011-70,2011-01-24,Medium,AB-6002,shipped
IR-2011-3300,2011-04-26,Medium,AR-8252,shipped
AJ-2011-4420,2011-06-08,Critical,TC-109802,shipped
RO-2011-7670,2011-06-15,Critical,GM-46952,shipped
IZ-2011-2730,2011-09-05,High,CA-23102,in progress
IR-2011-4540,2011-09-23,High,HW-49352,shipped
GG-2011-9830,2011-10-03,Medium,BS-15902,pending
UZ-2011-1000,2011-10-12,Medium,RS-94203,pending
AL-2011-9500,2011-11-08,High,MC-81302,in progress
RS-2011-3610,2011-12-08,Medium,ND-84603,shipped
LO-2011-6730,2011-12-24,Critical,DM-35253,pending
IZ-2012-4970,2012-01-22,Medium,CS-24902,shipped
HU-2012-1810,2012-04-27,High,PW-90302,pending
RS-2012-6790,2012-04-27,Medium,LS-72001,shipped
SA-2012-410,2012-05-07,High,MC-76352,pending
SA-2012-7570,2012-05-23,Medium,MD-78601,shipped
IR-2012-660,2012-06-11,Critical,BM-16503,in progress
RS-2012-9680,2012-06-15,High,JS-56852,in progress
RO-2012-8370,2012-06-20,Medium,BB-9902,shipped
IR-2012-1150,2012-06-27,High,TS-112052,shipped
SA-2012-5700,2012-07-12,Critical,JP-54603,in progress
RS-2012-9870,2012-07-30,Medium,PB-92102,pending
SA-2012-2670,2012-08-14,High,KH-63302,pending
IR-2012-2490,2012-08-27,Medium,SW-107553,shipped
RS-2012-6690,2012-09-25,Medium,AG-3002,shipped
PL-2012-7400,2012-10-05,High,MK-79053,in progress
MD-2012-9980,2012-11-15,High,SH-106351,in progress
UP-2012-900,2012-11-19,Medium,BW-11103,pending
AU-2012-5610,2012-12-21,Medium,SV-108153,shipped
KG-2013-4920,2013-01-08,High,PW-90302,pending
AJ-2013-3610,2013-01-10,High,GZ-45453,pending
EN-2013-7350,2013-01-24,Medium,AH-1953,in progress
EN-2013-3990,2013-04-24,Medium,MM-82802,shipped
IR-2013-7880,2013-06-13,High,AH-753,pending
PL-2013-120,2013-06-22,Critical,TS-111602,shipped
GG-2013-6980,2013-06-28,Medium,EB-39752,in progress
IR-2013-8520,2013-08-02,Critical,MZ-75153,in progress
IR-2013-8180,2013-08-16,Medium,CM-18302,shipped
SA-2013-860,2013-08-19,Medium,GD-45902,in progress
PL-2013-3710,2013-08-19,High,CS-22502,shipped
IR-2013-9110,2013-08-29,Medium,JE-61652,in progress
SA-2013-2540,2013-08-29,Critical,DM-33452,pending
IR-2013-9090,2013-09-06,Medium,FH-43652,in progress
UP-2013-1250,2013-09-23,High,BM-15752,pending
IS-2013-7870,2013-09-24,High,AO-8103,in progress
AU-2013-2590,2013-09-26,High,AC-6152,pending
IZ-2013-8510,2013-10-12,High,GM-46952,shipped
SA-2013-7470,2013-10-25,Medium,AO-8103,pending
IZ-2013-3200,2013-11-08,High,DJ-35103,shipped
BU-2013-6440,2013-11-11,Medium,PC-87452,in progress
RS-2013-9180,2013-11-18,High,LS-69453,in progress
IZ-2013-7910,2013-11-19,Critical,DK-31502,shipped
IZ-2013-9710,2013-11-29,High,AS-2852,pending
UP-2013-7100,2013-12-18,Critical,RA-98853,shipped
IR-2014-3120,2014-01-06,High,CM-18302,pending
RS-2014-9050,2014-01-07,High,DV-30452,shipped
IR-2014-4370,2014-01-14,High,SH-99752,shipped
IS-2014-3290,2014-01-28,Critical,AC-6152,in progress
IS-2014-420,2014-02-27,Medium,PB-92102,in progress
RS-2014-5110,2014-03-19,Medium,SB-102901,shipped
UP-2014-7050,2014-03-21,Medium,DK-31502,shipped
UP-2014-3150,2014-04-02,Critical,KN-63902,shipped
UP-2014-1600,2014-05-26,High,DM-29553,in progress
RO-2014-2500,2014-06-18,High,HH-50102,pending
IR-2014-9810,2014-06-25,High,FC-43352,in progress
MG-2014-9160,2014-07-09,Critical,AM-3602,shipped
SA-2014-1520,2014-07-12,High,BF-12752,shipped
IR-2014-1670,2014-07-29,Medium,TT-112652,shipped
RO-2014-2360,2014-08-08,Medium,LR-70352,in progress
AJ-2014-6170,2014-09-16,High,SH-99752,shipped
HR-2014-1830,2014-09-17,Medium,TS-111602,shipped
UP-2014-830,2014-09-22,High,JW-52202,pending
SA-2014-2680,2014-09-23,Medium,AS-2852,pending
UP-2014-2690,2014-09-30,High,MF-82502,shipped
PL-2014-2250,2014-10-23,Critical,AG-4953,shipped
UP-2014-2460,2014-10-30,Medium,MF-82502,pending
IR-2014-5760,2014-11-02,Medium,ND-84603,in progress
UP-2014-4290,2014-11-04,Medium,KC-62552,shipped
IS-2014-3300,2014-12-06,Medium,ND-84603,shipped
IR-2014-3220,2014-12-12,Medium,KH-63302,in progress
SY-2014-10,2014-12-20,High,BP-10952,pending
SA-2014-5840,2014-12-25,Critical,DJ-35103,shipped
AG-2011-4450,2011-06-15,Critical,RS-97651,shipped
TZ-2012-6760,2012-08-28,High,EM-38101,in progress
MO-2013-300,2013-02-27,Medium,DB-31201,in progress
SO-2013-7290,2013-03-23,High,AC-6151,pending
EG-2013-2200,2013-09-27,High,JK-53251,pending
SF-2013-10000,2013-10-29,Medium,NB-85801,shipped
ZA-2014-8330,2014-08-12,High,LR-70351,pending
GH-2014-3260,2014-09-18,Medium,MH-74401,pending
SU-2014-3820,2014-10-02,Medium,BB-9901,in progress
TZ-2014-8730,2014-12-02,Critical,CS-18451,shipped
MO-2011-6140,2011-04-25,Medium,RP-92701,shipped
KE-2011-2120,2011-07-06,Medium,MC-76051,pending
SG-2011-8430,2011-08-03,Critical,HM-48601,pending
CG-2011-8680,2011-08-12,Critical,JD-58951,shipped
CG-2011-7670,2011-08-31,Medium,TH-111151,shipped
SF-2011-320,2011-11-17,High,MH-77851,in progress
CG-2012-7930,2012-03-06,Critical,JS-55951,in progress
LY-2012-3040,2012-05-15,High,EB-37051,pending
KE-2012-7430,2012-07-03,Medium,NB-85801,pending
NG-2012-9240,2012-07-14,High,NB-85801,shipped
TZ-2013-210,2013-01-16,Critical,KB-62401,in progress
MO-2013-7390,2013-01-29,High,MF-82501,in progress
AG-2013-5570,2013-05-01,High,AH-751,pending
SF-2013-8880,2013-06-10,High,AY-5551,shipped
GV-2013-5210,2013-06-17,High,JM-56551,in progress
SF-2013-9870,2013-08-08,Medium,AG-5251,pending
EG-2013-2770,2013-08-13,Medium,TT-112651,pending
LY-2013-2490,2013-09-10,High,JM-56551,pending
SF-2013-5910,2013-09-16,High,KS-63001,shipped
SF-2013-4270,2013-09-28,Medium,AC-4201,shipped
SF-2013-7960,2013-11-15,High,MF-76651,pending
CG-2013-8280,2013-11-21,Medium,CM-18151,pending
BN-2013-6580,2013-11-28,High,KD-64951,pending
MO-2013-8440,2013-12-02,High,BF-10201,in progress
CM-2013-3760,2013-12-16,Medium,TP-115651,pending
SF-2013-6200,2013-12-27,High,MG-82051,pending
ZA-2014-3980,2014-04-14,Medium,FH-42751,shipped
EG-2014-9970,2014-04-16,High,GM-46951,in progress
SF-2014-3620,2014-04-24,High,RS-94201,shipped
TZ-2014-570,2014-05-07,High,KH-66901,pending
MO-2014-3410,2014-06-06,Medium,GB-45301,in progress
SF-2014-9050,2014-08-08,High,ES-40801,shipped
CG-2014-6940,2014-09-08,Medium,DJ-34201,in progress
SF-2014-1800,2014-09-11,High,TT-112651,in progress
